Fitness,Label,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
3.835254459,1,1,1,0,1,1,1,1,1,0,161.9470926,72.87419761,-137.877737,8.413808102,34.2871148,43.88151676,757.3454857,235.6253717,26.71096298,8.247847455,11.53474343,-8.80208446
3.261386716,1,1,0,0,1,0,0,0,0,0,-73.07617828,37.28214528,-22.57702904,36.7232707,34.20686596,7.803884378,406.3543553,561.439646,374.2385111,14.73994723,-14.74081291,15.66712371
2.905571807,1,1,1,1,0,0,1,0,0,1,-17.7597831,-151.776387,30.58113751,44.11390182,1.223840934,36.79504399,575.6493636,116.2633578,195.2215498,26.21425059,-4.474979548,5.377526117
3.696441866,1,1,0,1,0,0,1,1,0,1,167.56308,-49.82873001,-142.7569201,9.05249974,19.37506679,30.76830202,166.9774266,366.3573253,680.4802329,8.263493875,27.69456584,22.58278029
3.442108139,1,0,0,1,1,1,0,0,0,1,-16.4079961,111.2587426,-16.39705855,31.86662818,38.45478927,44.16960281,933.8093938,137.8203545,137.0599466,-20.48452832,-25.83634741,13.98998983
3.43956816,1,1,1,1,0,1,1,1,0,0,-44.0273204,106.1830663,19.95316145,34.8585814,39.68803341,21.75668657,604.1755664,887.1169817,400.9357011,-3.34718648,1.462019301,16.48728976
15.01215888,1,0,0,1,0,1,0,0,1,0,125.5827464,-154.9175233,-120.1600666,23.59139701,1.650604106,18.03547933,104.2453218,168.5873869,386.9067237,-23.14939871,3.666637259,-20.60066989
4.776259756,1,1,0,0,1,0,0,1,1,0,90.32264667,-74.28430694,-89.46229306,11.33046754,32.77965132,30.42559505,298.0541046,544.5064298,87.36988291,-26.21681395,11.13033815,10.92991364
10.97384945,1,1,1,1,0,1,0,1,1,0,-81.11409279,12.19286549,137.5989708,21.19543414,8.05027177,24.55694489,517.3391315,219.7934153,598.5152322,-12.20674408,-10.65637222,-1.861057279
31.24465766,1,0,0,0,1,0,0,0,0,0,163.9288192,3.852645067,46.3050036,13.15019399,9.673394655,25.84770927,572.9270828,385.6583005,2.617061293,-6.967248816,-6.802238909,-3.899978048
3.145876225,1,1,1,1,1,1,0,0,1,1,74.40308196,116.1731403,9.694281277,31.62590237,29.30856993,42.12583179,254.6909421,551.6808907,732.6959447,-1.100321281,0.985220481,28.8171433
-5.477994321,0,1,0,0,0,0,1,1,1,0,-57.84080054,132.928595,154.5569886,30.17920563,28.02412188,42.45992517,592.1210166,955.7901316,611.4483868,-7.551959502,-9.721116691,11.5758227
