Fitness,Label,Xin1,Xin2,Xin3,Xin4,Xin5,Xin6,Xin7,Xin8,Xin9,Xin10,Xin11,TL,BL,IC
8.5252,1,-17.90840264,9.101174969,0.695675807,4.060406742,1.862505772,7.759034773,8.078345323,-5.746595822,-8.483170075,16.98361749,0.547373464,2.457198722,-6.067860304,-2.516608077
16.6258,1,12.97586185,-3.197050767,-7.670300024,-4.757220976,-9.300827746,7.662285858,-19.89841916,0.833995687,0.261352838,-9.709346905,-15.52624498,8.589066588,-8.036620932,12.81063923
15.7516,1,2.518815135,16.35563759,-13.67068515,-5.193664138,-6.248763004,9.622535112,14.25320951,-7.911978271,-10.22203404,-13.68074661,-17.99374748,6.8300271,-8.921516074,16.20760417
0.9702,0,-11.28765416,7.020215489,18.2228115,-4.502645943,-16.85402715,8.132163995,-19.155655,15.60762417,11.21146272,-14.62380406,-7.330663769,4.014807908,3.044721618,-14.29746986
14.6395,1,17.0317833,9.436493161,14.37247782,-19.78687332,-19.7027829,-6.082985336,-17.15261957,-5.220338746,-3.165377036,-6.273587185,-9.70419759,9.329932657,-5.309461725,2.456443057
-1.2578,0,-16.04239618,-13.80914026,-8.157001122,12.59150009,1.292581415,-2.428858727,-19.19858323,10.08238849,-3.464183525,19.7329178,1.315006711,-3.274371288,-1.257855545,11.52510581
0.0001,0,-14.75044673,19.73068676,0.224578621,2.287586273,9.756373881,14.87090834,19.35045484,-9.110022223,-19.16176324,-1.24861156,19.35949491,-5.165287358,5.271707012,-17.46518389
-1.1889,0,1.885562285,-5.6434248,-0.356155854,7.182184985,-5.206274184,-11.21591676,2.105428912,0.403885974,-4.184189717,-11.70289377,-10.82484005,1.189047112,2.987883596,-16.86077626
1.6522,1,10.26583264,-1.871075315,19.64197216,2.627798341,0.120527405,-10.42803479,17.32419536,16.72036598,-6.933018914,-6.120246288,0.51648631,4.685057157,3.032953349,-0.544456031
2.8901,1,-5.199245883,10.75875051,-16.0394871,15.23709764,0.466995699,-18.93441783,-9.829045825,-6.561692419,19.51562849,6.034475547,-11.67662877,6.056970137,3.16694588,17.30440083
0.024,0,-4.335327871,-6.561428183,-4.383633874,2.814998205,-16.07408364,16.08783868,-2.836098632,11.83260951,-4.984027848,-0.30263576,-0.671832911,-8.618893657,0.023861878,12.87570811
0.0001,0,-19.07839209,-2.083546506,0.205895144,-5.729751851,-14.90898731,11.08764746,6.768701903,1.17154521,-0.446782908,13.93991831,-18.9058336,-1.904889386,1.50350293,-15.26319718
0.4109,0,-9.98755368,-17.26225022,-12.83234623,1.814648671,4.1089527,5.429271004,-0.417498257,3.801600267,1.209151823,8.684113468,-13.21408929,-9.78320348,-5.845239522,-9.372432706
5.6921,1,-11.55273366,1.101049571,-14.56272177,-13.92822582,1.575504113,5.884374357,-2.430428386,14.46097698,-2.041597839,-17.32470161,-12.64494605,-6.487966412,5.691995552,18.779937
-2.1902,0,8.369303169,-4.614782835,3.365909237,-13.07229721,-16.71539119,17.92928426,-8.839990056,-16.11950166,9.790356943,3.056408808,-17.27034921,-7.115345576,-2.190302211,15.85662164
4.09,1,13.90703097,-12.26475886,8.38009158,8.346641117,-7.623225254,-1.064553734,-5.835360875,3.63307661,-15.27242746,17.48142245,-7.291162722,9.251429195,5.16150877,16.49431687
4.5426,1,14.18619097,-5.345342305,6.68223643,16.83850642,-14.26159269,-11.32093853,-19.65310817,16.18745349,-12.25504883,6.137762504,6.545857772,-4.542453956,9.129930457,16.7358713
4.803,1,-7.983320512,18.44212414,-12.02653476,-12.52739655,-4.951668992,3.171242154,-7.775826133,19.91062073,-14.51188182,8.023792639,13.49407679,-8.121615177,4.802933377,7.25539228
0.0001,0,15.70458268,-2.591315986,-14.91040619,-16.31530807,-9.381586342,7.444518646,-19.56541204,16.11369344,-7.597538771,5.801114061,-6.851591951,-5.632889264,4.318526144,-5.85367659
2.5771,1,-2.184822311,12.76909132,-11.66300687,-19.17764966,6.870064784,13.30802947,2.229209813,-3.705286012,-0.509726597,15.19453346,-3.71758231,3.189681534,0.612726168,-14.64905406
2.5839,1,-19.58310067,-3.664451274,16.50517379,-19.30454724,-2.125053571,-13.95580697,-2.998906783,-9.742381336,0.880133753,-15.36483053,11.89100635,-9.029635074,-1.944135331,-6.445824835
0.5543,0,6.906387276,-8.403211686,14.45289118,-19.99108348,3.813294543,13.42603018,7.348511276,-9.324607898,4.871621285,6.866351103,-15.75759445,-8.9088315,0.554236098,1.967639159
0.6581,0,-12.90447292,-10.85422261,-10.75655366,13.00699504,-0.10224616,-19.49544242,13.09698855,-12.51611552,-9.591638224,-11.04970866,18.42423541,-8.949134371,2.817200677,-8.291101829
11.8906,1,-14.64487998,-0.133970875,12.23985113,-9.148635385,10.22556176,3.298498085,-1.858071598,19.50480705,-5.590011374,14.74311546,8.831922303,6.79974482,-5.090745663,-2.327574308
0.3531,0,-10.45702034,-19.09933982,0.478599313,-11.26543606,-10.54406803,-15.55176034,-16.09733124,-16.78974637,-5.871762603,-1.680667019,-17.87860505,9.752964905,9.399999077,-8.308487063
5.9914,1,13.26188488,0.347761241,18.02879049,-17.47898132,13.24309443,-13.50816749,3.080255903,-7.899208112,5.899383535,6.494119082,5.925044784,1.925182112,-4.066087102,13.94216542
7.6534,1,-1.219346493,14.57368417,19.17087696,13.3215485,-17.51802545,4.774052807,-10.62927418,5.134551458,17.64388846,-11.90322939,-18.76123973,1.41585138,-6.237488354,14.73889907
13.4759,1,-17.30210879,-0.057258309,-19.9616701,-4.552837392,14.11861627,9.260065327,9.488865562,10.09787254,-2.206260153,12.07856371,10.85448439,5.578970712,-7.896801321,-11.38309543
2.7444,1,-16.57589382,8.906271614,11.95746865,-13.35964266,1.989912027,-0.863974279,15.16420122,-5.635961583,-19.02688059,17.02171704,19.29990393,-0.396792496,-3.141047383,-12.25320356
0.0001,0,-17.14321023,-18.01129391,9.041037377,-10.94352906,16.27687512,-19.37851808,15.94820625,0.015990883,-11.01398319,2.183388781,-14.16358038,-8.132059915,-0.522964291,-10.73299731
0.8991,0,-11.12815662,-10.41927167,-7.845564477,-15.35627132,-19.10324444,-0.926390288,-18.6504982,3.415032388,16.39193464,2.299334338,12.10437344,7.647571267,6.748585273,5.801126977
6.8433,1,-5.389205319,10.04258418,-12.29831113,16.08909259,-4.568269616,18.86364952,1.620201911,-11.59929393,14.53267016,13.14122308,10.97430617,-7.673907669,6.843229299,12.21627854
3.8099,1,-4.217866494,4.888101698,16.39956167,-2.233291317,7.745578798,14.01345968,-3.366326254,-0.853817613,18.9372257,10.33513472,-17.03940488,8.57662155,4.766816932,2.430989989
5.8594,1,16.3916043,-13.99680923,-14.06163784,-8.905689149,-2.616763933,0.142015514,18.71234681,-0.809723937,13.63637378,18.01008219,-11.48920734,3.889037207,-1.970281335,-12.20857756
