Fitness,Label,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-5.477994321,0,1,0,0,1,1,0,1,1,1,-81.46123258,-67.49182007,-89.04227893,32.909379,43.0257485,22.20674046,497.0096008,537.9675624,236.3589385,20.7372848,21.54863678,28.6513005
0.659286175,1,0,1,0,1,0,1,0,1,1,115.292254,138.8692876,-93.10999772,19.36403902,38.21067943,31.11982182,195.5272228,790.138195,288.2953131,29.19883331,15.09742463,-15.77014727
4.433918272,1,0,1,0,0,1,1,0,1,1,-96.20781826,44.7461905,-113.4802255,2.899507964,25.33143032,28.42752091,519.7016189,89.1175202,592.2650143,17.26084057,-26.77905561,-21.81428164
4.687582567,1,1,1,1,0,1,1,0,0,0,-70.19879804,-123.7018947,121.8346625,4.658831958,8.63442218,10.66154707,587.3243698,334.7958115,820.1481059,22.97846642,-4.269740159,11.77997476
12.6906656,1,1,0,1,0,0,0,1,0,1,173.9415143,-32.65154629,-170.5189634,13.34184704,36.44057034,7.769408813,30.22319552,987.5271114,477.129879,19.70331396,14.63212152,18.24465507
0.828242955,1,1,0,1,1,0,0,1,0,0,-136.1849288,-40.42732765,82.65047618,41.14280949,32.07459994,31.12527707,564.2131621,515.0486725,900.4630755,15.36941195,-2.18787127,24.56545257
4.445096063,1,1,0,1,1,0,0,0,1,1,-41.03234333,147.6857087,173.8007563,16.42609854,5.346250277,26.46818126,426.5911545,422.5941818,380.2702448,-26.53461095,-13.64140062,23.76985913
4.021187402,1,1,1,1,1,1,1,0,1,1,103.4242168,-56.84325853,-94.59556358,35.6632261,36.52496975,26.01845529,948.1926138,523.7448487,403.3429411,-25.37003422,-22.75441216,-28.52748128
3.835254459,1,1,1,1,1,1,0,1,1,0,155.654028,-0.916002698,70.88944281,5.182960529,6.153604764,1.344800564,765.2646428,101.8155229,26.0059016,-5.857327051,-26.13449277,28.63568056
3.56497158,1,1,0,1,0,0,1,1,0,1,-89.46549718,8.659779386,-94.26598349,17.84102645,43.50877882,27.44204986,416.2174798,109.301423,177.4857723,-21.03322372,-6.842122584,0.918342876
3.205263366,1,1,1,0,1,1,0,0,1,1,35.96500271,175.5571231,-52.0045803,34.64320785,13.66698843,15.57567997,176.0905606,317.3615884,958.0907739,24.93635473,22.93593799,-29.75010337
17.4768868,1,1,0,0,0,1,0,1,0,1,-87.26834797,125.3825908,146.6516393,4.439949356,17.718088,39.4505577,371.3620263,784.6946257,146.0893917,20.51663325,7.290602067,15.46013855
22.31562095,1,0,0,1,0,1,0,0,1,1,166.3651529,81.15458727,20.69790867,30.9581662,31.78447979,10.64692925,149.2874534,67.16504345,337.7461229,16.32859959,-17.7400524,19.17194723
13.52859111,1,0,1,0,0,0,0,1,1,1,-10.38522466,-56.97516102,-42.98358836,6.927265892,5.11093452,3.657609973,175.0320181,489.6541448,496.6853895,-15.80240666,15.00883479,6.536971173
10.47593395,1,1,0,0,0,1,0,0,1,0,-31.41606407,-42.05853113,-33.83724805,22.43808399,27.70159961,19.51834249,435.2968401,872.428035,910.7375872,7.911620573,19.34199848,-26.9223814
5.119926049,1,1,1,0,0,0,0,1,1,1,4.799220094,-160.9820771,-86.95508872,15.48286357,8.257629365,30.70949404,889.9917269,580.8002709,385.3141318,6.867247162,-13.46717796,10.563045
3.017361869,1,0,1,1,0,0,0,0,0,0,-148.975234,-83.91955287,168.7953659,22.33805191,18.37233735,38.59477648,254.3153153,890.2217612,39.62999229,-16.8507584,-21.34759362,-22.60356288
22.15187452,1,0,1,0,0,0,1,1,0,0,118.6352757,-44.40939961,-71.36467875,2.156767617,0.89046502,20.10127518,359.6362509,788.2706248,488.6816661,-14.17095973,-8.723771293,1.670208971
3.949580101,1,0,1,1,0,1,0,0,0,1,-169.8830438,44.16464796,98.34712003,28.51641185,39.34455779,10.69618771,258.1829034,841.7023304,862.3920145,26.0464615,9.500960051,-17.01493079
4.18011392,1,1,0,1,1,1,1,0,1,0,-48.85586078,-84.42879404,9.361825846,44.20460167,5.667004417,29.75250804,134.6841454,984.3157889,804.8361281,10.33907914,-0.133406471,-12.01811533
4.112852031,1,0,1,0,1,0,0,0,0,0,141.3063644,-55.77863396,29.81240411,11.68874626,29.12829686,7.918705567,786.9083807,557.421179,153.0285285,23.68211222,3.63972664,20.57522202
3.88302993,1,1,1,0,1,0,1,0,1,1,52.22081873,161.3577154,164.809184,27.34958558,31.35877709,10.37898208,32.93007488,955.5307329,44.4914126,13.797894,23.70402832,1.938133659
31.24465766,1,0,0,0,0,1,0,1,1,1,-172.1235065,-79.04852003,-163.1282163,0.993439647,25.93231747,5.12768843,197.0172154,322.8534923,88.21565353,17.05205152,15.42750857,14.60613157
9.952924376,1,1,1,0,0,0,1,0,1,1,-21.43217712,-57.71557785,-68.08713782,0.520462388,1.515758765,8.593372803,705.8223136,791.3490278,284.2552606,-23.06060148,23.08996099,15.53215667
-12.39226139,0,1,1,0,0,1,1,1,1,1,21.67102061,151.2601113,70.20673452,41.69126797,10.41585377,38.33131857,852.0744914,889.139793,15.77071041,-27.02553904,-20.39556885,-2.235936417
3.150411701,1,0,1,1,0,1,1,1,0,0,-43.46875398,145.6669936,-20.81509864,23.92953225,18.32136702,24.37026653,926.5996164,932.2803944,812.8087817,4.195366351,-24.58516415,-20.1325883
-5.477994321,0,1,0,0,0,1,1,1,1,0,-69.87600126,-109.3910035,154.8664613,38.89487529,0.007328634,39.18790395,628.0084919,690.8274339,320.7244836,-25.31207419,-7.46767567,6.823792611
-23.10443706,0,1,1,0,1,1,0,1,0,1,166.2822097,-130.5463509,41.79842225,25.90137928,39.27764572,42.93246257,398.8552823,465.1029169,895.6354783,11.41442659,-15.73263007,1.353027323
31.24465766,1,0,0,0,0,1,1,0,0,0,-23.7936535,-93.50071215,-52.10982414,25.66608544,14.53952153,23.63774225,742.1639586,351.1028489,739.3339052,-10.23555924,5.966057774,-25.23763144
4.775505844,1,1,1,0,1,0,1,1,0,1,-62.53755908,-21.30275056,-145.1217276,44.62430726,26.03513436,34.41215176,224.0855131,56.96083559,5.937040579,-15.60936974,3.756491359,-11.06383241
3.531836253,1,0,0,1,0,1,1,1,1,0,10.21506336,150.5948216,147.5774964,6.290721816,2.635312411,28.38076017,66.0651776,244.545082,746.8296344,18.04836236,-7.348565404,-24.27243893
31.24465766,1,0,0,0,1,0,0,1,1,1,-87.92867566,46.80648109,-146.5747153,18.24127659,41.41828828,6.805961021,927.4593274,398.6248531,847.325977,-23.43174219,-25.49118289,17.69660684
2.950328443,1,1,1,1,0,0,0,1,0,1,148.765313,-174.8864468,-111.3690107,9.522199428,28.45132654,35.31476705,458.5132669,985.1298327,224.465044,8.907901035,13.98794352,17.17515947
-3.895834591,0,0,1,0,1,1,1,1,1,1,167.2363733,-151.0688214,-9.153771674,17.60631723,38.70074023,15.62854554,556.1796217,721.4105289,187.9825419,24.43011467,5.784740303,-3.637387722
31.24465766,1,0,0,0,1,0,1,1,0,1,-135.4928763,-33.19348858,-50.24056507,39.12910486,19.20418724,23.71616717,277.0190252,941.0258507,736.681762,7.833970614,-29.93920942,-2.011254428
11.13590319,1,0,1,1,1,0,1,1,0,0,54.14087224,107.6583442,-62.15529997,31.23847435,16.64462056,30.20222185,375.4707182,785.5197066,181.2087927,-8.159494299,1.646280558,15.33014879
-3.038490598,0,0,1,0,1,0,0,1,0,0,112.6309201,154.8846832,54.14691601,42.10153051,29.43329085,10.63961703,893.3058998,410.4986308,741.2076596,2.850630878,-10.97520041,0.76638503
4.344630995,1,0,1,1,1,0,1,1,0,1,120.8659788,118.654541,-32.99468912,2.411196491,2.681818187,35.46201026,278.0168499,966.3066251,602.9545946,-0.471841223,-2.409431792,12.11760295
2.849320906,1,0,0,1,0,1,0,0,1,0,98.93463051,-147.5916762,16.48661225,20.95419522,8.611661749,39.76710549,978.1331575,872.0959468,657.5158481,-29.5808697,7.44860797,24.9657854
4.595618741,1,0,0,1,1,0,1,0,1,1,122.654826,56.44254468,56.78633406,15.05268097,31.70590354,17.87401779,818.9172616,156.1893954,414.1666361,-12.38453218,4.053730952,-20.12194145
3.172933282,1,1,0,1,0,1,0,0,1,1,80.51290156,-121.92169,-78.0955578,26.15864085,9.710480822,9.651383503,123.4863902,852.822583,832.1650894,-17.28613517,-29.20227355,-3.189956797
2.731191024,1,0,1,0,0,1,1,1,0,1,-80.7138702,-128.8141174,-50.47538341,32.60353415,28.59503358,17.3100011,422.7021294,320.7758563,17.99057037,9.942392745,18.11131628,-29.19807587
7.3915339,1,0,0,1,0,0,1,1,0,0,-91.5801667,-97.31703272,-77.90121385,5.661807562,41.02272085,7.955170919,934.7605025,798.2362468,400.8088177,26.72779848,25.37668682,7.871618699
4.433699763,1,0,1,1,1,1,1,0,1,0,-59.34610855,-2.55218325,-173.8860631,23.34653908,6.048102481,3.298896272,776.8844906,893.2928999,775.1489726,7.955744879,-3.796696666,2.126606518
2.924112034,1,0,0,1,0,1,1,1,1,0,-28.84530218,121.9782978,-90.31222461,41.28256942,33.65184808,29.68565057,767.5326694,352.7219855,483.7246188,-10.47819182,-26.46834392,7.931856058
7.681556754,1,1,1,0,0,0,1,1,1,0,157.9604706,-17.42601535,-178.5164964,20.45855397,6.235235646,26.3689984,268.5409683,935.4701243,462.3587449,11.71938401,10.67784494,21.90907828
3.789663932,1,1,0,1,0,0,0,1,0,0,46.82751229,179.6416822,74.65373035,2.717128038,39.41798898,37.23698136,442.9613133,423.3157194,708.8642788,-25.86316237,12.1662594,-22.22183193
