Fitness,Label,TL,BL,IC
-1.334,0,-1.334020456,7.684855653,-4.277929785
-4.539,0,-6.420496947,2.666671606,4.960022172
-3.4405,0,-3.441168061,6.059306319,19.97911435
-8.3833,0,9.619563219,-7.459261156,-10.71039416
-4.1465,0,-9.527350667,2.148652208,-15.56762715
-1.8508,0,-1.850809842,7.681536133,1.925311099
0.6221,1,-2.619938466,-5.833080344,-2.362268939
-8.299,0,9.123923044,-7.519481667,-1.169470165
-6.6824,0,7.137926556,-9.132190569,7.665005808
-6.260863667,0,9.579709334,-4.33464203,-14.64878
1.7084,1,3.705593688,8.189091115,4.434759295
-7.0553,0,7.999655929,-6.131324961,10.17698326
-0.3703,0,-3.074785667,-1.627491714,-13.77120679
0.5013,1,6.380011679,2.498470557,9.542416864
-5.6467,0,6.102248414,-8.655546849,18.03161266
-0.0485,0,-0.04845978,5.102918094,9.696202827
-6.1671,0,6.622591514,-6.869963065,-1.707651178
0.3648,1,2.362009922,8.643667101,13.40352942
-0.3468,0,7.908470327,1.650370493,3.309872254
-6.643,0,7.098518779,-9.302685999,15.41680382
0,1,-1.845383773,-9.272359391,9.84591771
4.9056,1,-6.903424585,-7.121833427,4.238362133
1.5191,1,-4.910383119,-3.5169159,-3.928363286
0,1,-1.872533572,-2.276177229,4.392072954
4.2403,1,-6.662185547,-6.238158536,-16.21484521
-3.5356,0,-3.536274545,5.391938585,-10.6352799
1.8592,1,4.807309392,3.856368277,12.96312853
-5.3378,0,6.559550983,-4.13264132,-7.625230303
-0.4606,0,0.460595969,-3.49402015,13.27370042
-0.8572,0,6.205895815,1.139965226,-9.481438651
-3.6113,0,3.611324046,-5.326937091,-1.742985415
-1.5326,0,-2.30866211,0.772028774,19.66814884
3.1072,1,5.104408034,9.609096989,-10.60869437
-0.5712,0,0.571181771,-8.971278929,10.27501884
0.0424,1,2.039595326,7.143374182,19.53108557
-3.8069,0,8.589689449,-1.809701331,-19.98634151
-0.8176,0,0.817566455,-5.84538756,-11.22865647
1.486,1,-3.483874745,-8.081011668,9.90134647
-1.1312,0,4.970179148,0.865988662,-6.474707339
-0.9458,0,6.646673232,1.051443561,18.30172468
-4.8671,0,7.856666386,-2.869927657,1.85607572
-2.73,0,-3.066364975,2.456055813,11.86498741
-4.882443916,0,4.917498031,-7.489275373,12.89576027
-0.2864,0,-9.496989971,-1.711422382,9.256298719
-4.1347,0,5.627480006,-2.654281697,9.79471425
-6.4659,0,7.845343765,-5.147932274,-14.81612097
1.0019,1,-5.498642357,-2.99972162,-8.516615474
-8.0942,0,8.549760144,-8.973724864,3.706670208
-6.7414,0,-6.742021996,6.768115393,-13.29756279
0,1,0.044012308,9.986589581,-5.783713949
3.729,1,-9.058445809,-5.726788298,-4.086435036
1.3288,1,-3.326636392,-5.407949361,17.4448071
1.6666,1,3.663775694,9.242275914,-2.481072895
-8.3512,0,8.806733088,-9.883313509,4.412281203
-5.566,0,6.021515139,-5.340369332,17.29874704
3.2681,1,5.265255507,6.528990794,2.938543544
-4.6332,0,5.851633282,-3.419176083,-11.06152095
-2.6952,0,-3.75227316,1.690469571,13.19656564
-0.0489,0,-4.190750169,-1.948912159,14.48229194
0.2976,1,2.294791004,9.823755767,-11.85204499
1.52,1,6.544181699,3.517232379,-10.0420212
0,1,-0.484287469,-2.018495465,3.977529964
-5.5549,0,6.010455316,-7.898624574,12.85768777
-4.8555,0,6.821726601,-2.909875112,-2.797221495
0,1,1.444784368,4.016494615,9.698790279
-3.6649,0,5.157683012,-2.217424729,-2.8279006
-0.5378,0,9.12689315,1.459427345,13.98888217
-3.4284,0,-4.473093674,2.446472303,3.534467385
-8.7375,0,9.269369316,-8.281946101,0.019955664
-0.4318,0,0.43179353,-8.196679957,16.18665919
-3.2174,0,7.68777877,-1.220206664,11.26890452
-4.3941,0,-7.030699541,2.396318545,-9.575052824
-1.0869,0,-1.086875771,6.879990229,-12.15180325
-1.6637,0,-3.922967544,-0.334108645,-6.487518245
3.9725,1,5.96971659,9.749751504,-13.63809781
-4.639,0,-5.262404335,4.044732653,-4.981133492
7.4489,1,9.474098053,9.446111114,5.747921977
-3.9595,0,7.201977537,-1.96233204,5.277231919
-0.8077,0,9.704732788,1.18954812,17.34367663
-2.3164,0,4.40686412,-0.319229664,5.561243707
-6.8502,0,7.752737318,-6.025264998,-4.185349042
-3.9502,0,9.84350605,-1.952967661,6.354259243
6.0298,1,8.026962461,9.90763553,6.126531244
5.8334,1,-7.831271443,-9.277719384,4.723649562
0,1,1.342887238,9.239293156,9.844218777
-1.3867,0,3.250321969,0.466266368,-9.604228741
-1.1931,0,9.239875338,0.80408075,-18.78919346
-1.6029,0,3.926289268,0.394323158,-17.63877777
-5.3932,0,7.800724665,-3.39595515,-10.81195209
1.7837,1,-7.72102716,-3.781545731,-10.86270711
-3.0399,0,3.039943344,-8.676797508,-8.982744806
-4.363,0,-4.363595249,7.601325195,-2.226785652
0.0687,1,5.118282418,2.065927516,11.3306375
-7.7208,0,-7.721387226,9.571277703,13.94386702
-1.3219,0,-8.987070047,-0.675963324,-6.973869002
-2.6041,0,2.6041025,-5.394016724,3.195398931
0.0004,1,2.063126409,1.997581917,-2.062884785
-2.2741,0,-9.291530786,0.276296701,-3.690793529
-1.1953,0,-7.839079268,-0.802487421,-1.964689853
0,1,1.022806716,6.10808634,8.034002911
